연료원,발전기명,설비용량,시작일,시작시간,종료일,종료시간,bus_id
수력,화천#1,27.0,2022-11-16,9:00,2022-11-16,18:00,
수력,화천#1,27.0,2022-12-17,9:00,2022-12-18,18:00,
수력,화천#2,27.0,2022-02-19,8:00,2022-02-19,23:59,
수력,화천#2,27.0,2022-03-11,8:00,2022-03-11,23:59,
수력,화천#2,27.0,2022-03-30,9:00,2022-03-30,12:00,
수력,화천#2,27.0,2022-05-09,9:00,2022-05-13,18:00,
수력,화천#2,27.0,2022-10-12,14:00,2022-10-12,18:00,
수력,화천#2,27.0,2022-10-15,00:00,2022-10-21,18:00,
수력,화천#2,27.0,2022-11-03,9:00,2022-11-04,18:00,
수력,화천#2,27.0,2022-11-16,9:00,2022-11-18,18:00,
수력,화천#2,27.0,2022-12-17,9:00,2022-12-18,18:00,
수력,화천#3,27.0,2022-02-20,8:00,2022-02-20,23:59,
수력,화천#3,27.0,2022-03-02,9:00,2022-05-20,23:59,
수력,화천#3,27.0,2022-07-23,9:00,2022-07-24,18:00,
수력,화천#3,27.0,2022-09-21,9:00,2022-09-27,18:00,
수력,화천#3,27.0,2022-10-11,9:00,2022-10-12,18:00,
수력,화천#3,27.0,2022-10-13,9:00,2022-10-13,14:00,
수력,화천#4,27.0,2022-02-20,8:00,2022-02-20,23:59,
수력,화천#4,27.0,2022-03-02,9:00,2022-03-29,23:59,
수력,화천#4,27.0,2022-04-01,9:00,2022-04-07,18:00,
수력,화천#4,27.0,2022-04-27,9:00,2022-04-29,18:00,
수력,화천#4,27.0,2022-05-02,9:00,2022-05-13,18:00,
수력,화천#4,27.0,2022-07-19,18:00,2022-07-19,23:00,
