연료원,발전기명,설비용량,시작일,시작시간,종료일,종료시간,bus_id
LNG,GS당진GT#1,161.0,2022-02-08,10:00,2022-02-08,18:00,
LNG,GS당진GT#1,161.0,2022-02-09,9:00,2022-02-09,18:00,
LNG,GS당진GT#1,161.0,2022-02-10,9:00,2022-02-10,10:00,
LNG,GS당진GT#1,161.0,2022-02-24,0:00,2022-02-28,23:59,
LNG,GS당진GT#1,161.0,2022-03-01,0:00,2022-05-31,23:59,
LNG,GS당진GT#1,161.0,2022-06-20,0:00,2022-06-24,23:59,
LNG,GS당진GT#1,161.0,2022-10-13,0:00,2022-10-14,23:59,
LNG,GS당진GT#2,161.0,2022-02-08,10:00,2022-02-08,18:00,
LNG,GS당진GT#2,161.0,2022-02-09,9:00,2022-02-09,18:00,
LNG,GS당진GT#2,161.0,2022-02-10,10:00,2022-02-10,11:00,
LNG,GS당진GT#2,161.0,2022-02-24,0:00,2022-02-28,23:59,
LNG,GS당진GT#2,161.0,2022-03-01,0:00,2022-05-31,23:59,
LNG,GS당진GT#2,161.0,2022-06-20,0:00,2022-06-24,23:59,
LNG,GS당진GT#2,161.0,2022-10-13,0:00,2022-10-14,23:59,
LNG,GS당진GT#3,174.5,2022-04-16,0:00,2022-04-17,23:59,
LNG,GS당진GT#3,174.5,2022-05-20,0:00,2022-05-28,23:59,
LNG,GS당진GT#3,174.5,2022-10-29,0:00,2022-10-31,23:59,
LNG,GS당진GT#4,174.5,2022-04-16,0:00,2022-04-17,23:59,
LNG,GS당진GT#4,174.5,2022-05-20,0:00,2022-05-28,23:59,
LNG,GS당진GT#4,174.5,2022-10-29,0:00,2022-10-31,23:59,
LNG,GS당진GT#5,243.0,2022-09-24,0:00,2022-09-25,23:59,
LNG,GS당진GT#6,269.8,2022-02-26,0:00,2022-02-27,23:59,
LNG,GS당진GT#6,269.8,2022-05-01,0:00,2022-05-25,23:59,
LNG,GS당진GT#6,269.8,2022-11-07,0:00,2022-11-10,23:59,
LNG,GS당진GT#6,269.8,2022-12-03,8:00,2022-12-03,14:00,
LNG,GS당진GT#7,269.8,2022-02-26,0:00,2022-02-27,23:59,
LNG,GS당진GT#7,269.8,2022-05-05,0:00,2022-05-13,23:59,
LNG,GS당진GT#7,269.8,2022-11-07,0:00,2022-12-05,23:59,
LNG,GS당진ST#1,178.8,2022-02-08,10:00,2022-02-08,18:00,
LNG,GS당진ST#1,178.8,2022-02-09,9:00,2022-02-09,18:00,
LNG,GS당진ST#1,178.8,2022-02-10,9:00,2022-02-10,10:00,
LNG,GS당진ST#1,178.8,2022-02-24,0:00,2022-02-28,23:59,
LNG,GS당진ST#1,178.8,2022-03-01,0:00,2022-05-31,23:59,
LNG,GS당진ST#1,178.8,2022-06-20,0:00,2022-06-24,23:59,
LNG,GS당진ST#1,178.8,2022-10-13,0:00,2022-10-14,23:59,
LNG,GS당진ST#2,183.0,2022-04-16,0:00,2022-04-17,23:59,
LNG,GS당진ST#2,183.0,2022-05-20,0:00,2022-05-28,23:59,
LNG,GS당진ST#2,183.0,2022-10-29,0:00,2022-10-31,23:59,
LNG,GS당진ST#3,139.0,2022-09-24,0:00,2022-09-25,23:59,
LNG,GS당진ST#4,306.4,2022-02-26,0:00,2022-02-27,23:59,
LNG,GS당진ST#4,306.4,2022-05-05,0:00,2022-05-13,23:59,
LNG,GS당진ST#4,306.4,2022-11-07,0:00,2022-11-10,23:59,
수력,강릉#1,41.0,2001-03-01,00:00,2030-12-31,23:59,
수력,강릉#2,41.0,2001-03-01,00:00,2030-12-31,23:59,
Nuclear,고리#2,650.0,2022-02-17,0:00,2022-06-08,23:59,
Nuclear,고리#2,650.0,2022-06-09,0:00,2022-07-01,23:59,
Coal,고성#2,1040.0,2022-10-10,0:00,2022-10-16,23:59,65.0
LNG,광교GT#1,129.6,2022-04-30,0:00,2022-07-10,23:59,
LNG,광교GT#1,129.6,2022-10-22,0:00,2022-10-22,18:00,
LNG,광교GT#1,129.6,2022-12-07,0:00,2022-12-12,0:00,
LNG,광교ST#1,15.2,2022-04-30,0:00,2022-07-10,23:59,
LNG,광교ST#1,15.2,2022-10-22,0:00,2022-10-22,18:00,
LNG,광교ST#1,15.2,2022-12-07,0:00,2022-12-12,0:00,
LNG,광양GT#1,153.1,2022-03-05,0:00,2022-03-07,5:00,
LNG,광양GT#1,153.1,2022-05-28,0:00,2022-06-07,5:00,
LNG,광양GT#1,153.1,2022-06-25,0:00,2022-06-27,4:59,
LNG,광양GT#1,153.1,2022-09-11,0:00,2022-09-13,4:59,
LNG,광양GT#1,153.1,2022-11-26,0:00,2022-12-10,4:59,
LNG,광양GT#2,153.1,2022-03-05,0:00,2022-03-07,5:00,
LNG,광양GT#2,153.1,2022-05-28,0:00,2022-06-07,5:00,
LNG,광양GT#2,153.1,2022-06-25,0:00,2022-06-27,4:59,
LNG,광양GT#2,153.1,2022-09-11,0:00,2022-09-13,4:59,
LNG,광양GT#2,153.1,2022-11-26,0:00,2022-12-10,4:59,
LNG,광양GT#3,153.1,2022-03-05,0:00,2022-03-07,5:00,
LNG,광양GT#3,153.1,2022-04-09,12:00,2022-04-10,18:00,
LNG,광양GT#3,153.1,2022-05-28,0:00,2022-06-08,23:59,
LNG,광양GT#3,153.1,2022-06-25,0:00,2022-06-27,4:59,
LNG,광양GT#3,153.1,2022-09-11,0:00,2022-09-13,4:59,
LNG,광양GT#3,153.1,2022-11-26,0:00,2022-12-12,4:59,
LNG,광양GT#4,153.1,2022-03-05,0:00,2022-03-07,5:00,
LNG,광양GT#4,153.1,2022-05-28,0:00,2022-06-08,23:59,
LNG,광양GT#4,153.1,2022-06-25,0:00,2022-06-27,4:59,
LNG,광양GT#4,153.1,2022-09-10,8:00,2022-09-13,4:59,
LNG,광양GT#4,153.1,2022-11-26,0:00,2022-12-12,4:59,
LNG,광양ST#1,188.4,2022-03-05,0:00,2022-03-07,5:00,
LNG,광양ST#1,188.4,2022-05-28,0:00,2022-06-07,5:00,
LNG,광양ST#1,188.4,2022-06-25,0:00,2022-06-27,4:59,
LNG,광양ST#1,188.4,2022-09-11,0:00,2022-09-13,4:59,
LNG,광양ST#1,188.4,2022-11-26,0:00,2022-12-10,4:59,
LNG,광양ST#2,188.4,2022-03-05,0:00,2022-03-07,5:00,
LNG,광양ST#2,188.4,2022-05-28,0:00,2022-06-08,23:59,
LNG,광양ST#2,188.4,2022-06-25,0:00,2022-06-27,4:59,
LNG,광양ST#2,188.4,2022-09-11,0:00,2022-09-13,4:59,
LNG,광양ST#2,188.4,2022-11-26,0:00,2022-12-12,4:59,
LNG,군산GT#1,233.3,2022-02-17,0:00,2022-07-29,23:59,
LNG,군산GT#1,233.3,2022-09-30,0:00,2022-10-01,23:59,
LNG,군산GT#1,233.3,2022-10-31,0:00,2022-11-16,23:59,
LNG,군산GT#1,233.3,2022-11-26,0:00,2022-12-03,0:00,
LNG,군산GT#2,233.3,2022-02-17,0:00,2022-07-29,23:59,
LNG,군산GT#2,233.3,2022-10-31,0:00,2022-11-16,23:59,
LNG,군산GT#2,233.3,2022-11-26,0:00,2022-12-03,0:00,
LNG,군산ST#1,251.8,2022-02-17,0:00,2022-07-29,23:59,
LNG,군산ST#1,251.8,2022-10-31,0:00,2022-11-16,23:59,
LNG,군산ST#1,251.8,2022-11-26,0:00,2022-12-03,0:00,
Oil,남제주#1,100.0,2022-03-15,0:00,2022-03-19,15:00,
Oil,남제주#1,100.0,2022-10-04,0:00,2022-10-12,23:59,
Oil,남제주#2,100.0,2022-03-09,0:00,2022-03-14,15:00,
Oil,남제주#2,100.0,2022-05-30,0:00,2022-07-27,23:59,
Oil,남제주#2,100.0,2022-10-04,2:00,2022-10-12,23:59,
Oil,남제주복합GT#1,48.5,2022-04-02,0:00,2022-04-03,23:59,
Oil,남제주복합GT#1,48.5,2022-04-11,0:00,2022-12-31,23:59,
경유,남제주복합GT#1,48.5,2022-04-11,0:00,2022-12-31,23:59,
Oil,남제주복합GT#2,48.5,2022-02-05,0:00,2022-02-05,18:00,
Oil,남제주복합GT#2,48.5,2022-04-09,0:00,2022-04-10,23:59,
Oil,남제주복합GT#2,48.5,2022-04-18,0:00,2022-04-21,23:59,
Oil,남제주복합GT#2,48.5,2022-04-28,0:00,2022-05-31,23:59,
Oil,남제주복합GT#2,48.5,2022-09-03,0:00,2022-09-04,23:59,
Oil,남제주복합GT#2,48.5,2022-09-24,0:00,2022-09-26,18:00,
Oil,남제주복합GT#2,48.5,2022-10-31,9:00,2022-11-25,23:59,
Oil,남제주복합ST#1,49.2,2022-04-28,0:00,2022-05-31,23:59,
Oil,남제주복합ST#1,49.2,2022-09-24,0:00,2022-09-26,18:00,
Oil,남제주복합ST#1,49.2,2022-10-31,9:00,2022-11-05,23:00,
Oil,남제주복합ST#1,49.2,2022-11-23,9:00,2022-11-23,17:00,
Oil,남제주복합ST#1,49.2,2022-11-24,9:00,2022-11-24,17:00,
LNG,노원열병합,37.0,2022-05-18,0:00,2022-05-31,23:59,
LNG,노원열병합,37.0,2022-06-01,0:00,2022-12-31,23:59,
Coal,당진#1,500.0,2022-01-01,0:00,2023-03-06,0:00,53.0
Coal,당진#10,1020.0,2022-04-09,0:00,2022-04-10,23:59,53.0
Coal,당진#10,1020.0,2022-04-11,0:00,2022-04-29,23:59,53.0
Coal,당진#10,1020.0,2022-08-20,0:00,2022-08-21,3:00,53.0
Coal,당진#10,1020.0,2022-10-07,0:00,2022-10-11,8:00,53.0
Coal,당진#2,500.0,2022-07-16,0:00,2022-07-17,12:00,53.0
Coal,당진#2,500.0,2022-09-17,6:00,2022-09-18,18:00,53.0
Coal,당진#3,500.0,2022-03-05,0:00,2022-03-06,23:59,53.0
Coal,당진#3,500.0,2022-04-30,0:00,2022-05-01,23:59,53.0
Coal,당진#3,500.0,2022-05-25,0:00,2022-06-15,23:59,53.0
Coal,당진#4,500.0,2022-01-01,0:00,2022-12-31,23:59,53.0
Coal,당진#5,500.0,2022-03-14,0:00,2022-03-20,23:59,53.0
Coal,당진#5,500.0,2022-08-21,23:00,2022-08-24,23:59,53.0
Coal,당진#6,500.0,2022-03-05,0:00,2022-03-06,23:59,53.0
Coal,당진#6,500.0,2022-06-04,0:00,2022-06-04,23:59,53.0
Coal,당진#6,500.0,2022-12-05,0:00,2022-12-11,23:59,53.0
Coal,당진#7,500.0,2022-03-21,0:00,2022-04-14,23:59,53.0
Coal,당진#7,500.0,2022-04-30,0:00,2022-05-01,23:59,53.0
Coal,당진#7,500.0,2022-06-04,0:00,2022-06-04,23:59,53.0
Coal,당진#7,500.0,2022-09-19,0:00,2022-12-25,23:59,53.0
Coal,당진#8,500.0,2022-03-07,0:00,2022-05-24,23:59,53.0
Coal,당진#9,1020.0,2022-02-28,0:00,2022-06-02,23:59,53.0
LNG,대구그린GT#1,274.0,2022-05-07,0:00,2022-05-11,23:59,
LNG,대구그린GT#1,274.0,2022-05-22,13:00,2022-05-22,20:00,
LNG,대구그린GT#1,274.0,2022-05-23,9:30,2022-05-23,14:00,
LNG,대구그린GT#1,274.0,2022-10-10,0:00,2022-10-17,23:59,
LNG,대구그린ST#1,141.0,2022-05-07,0:00,2022-05-11,23:59,
LNG,대구그린ST#1,141.0,2022-05-22,13:00,2022-05-22,20:00,
LNG,대구그린ST#1,141.0,2022-05-23,9:30,2022-05-23,14:00,
LNG,대구그린ST#1,141.0,2022-10-10,0:00,2022-10-17,23:59,
Oil,대구열병합,43.5,2022-02-04,0:00,2022-02-06,23:59,
Oil,대구열병합,43.5,2022-03-11,0:00,2022-03-15,23:59,
Oil,대구열병합,43.5,2022-05-10,0:00,2022-06-29,23:59,
중유,대구열병합,43.5,2022-10-24,0:00,2022-10-28,23:59,
Oil,대구열병합,43.5,2022-10-29,0:00,2022-10-30,23:59,
Oil,대산GT#1,93.7,2022-09-03,8:00,2022-09-03,18:00,
Oil,대산GT#1,93.7,2022-09-17,8:00,2022-09-17,18:00,
Oil,대산GT#1,93.7,2022-10-04,9:00,2022-10-04,18:00,
Oil,대산GT#1,93.7,2022-10-05,9:00,2022-10-05,18:00,
Oil,대산GT#1,93.7,2022-10-11,9:00,2022-10-31,18:00,
경유,대산GT#1,93.7,2022-10-11,9:00,2022-10-31,18:00,
Oil,대산GT#1,93.7,2022-11-07,0:00,2022-11-07,23:59,
Oil,대산GT#2,93.7,2022-09-02,8:00,2022-09-02,18:00,
Oil,대산GT#2,93.7,2022-10-04,9:00,2022-10-04,18:00,
Oil,대산GT#2,93.7,2022-10-05,9:00,2022-10-05,18:00,
Oil,대산GT#2,93.7,2022-10-11,9:00,2022-11-06,0:00,
경유,대산GT#2,93.7,2022-10-11,9:00,2022-10-31,18:00,
Oil,대산GT#2,93.7,2022-11-07,0:00,2022-11-07,23:59,
Oil,대산GT#3,93.7,2022-09-01,8:00,2022-09-01,18:00,
Oil,대산GT#3,93.7,2022-10-04,9:00,2022-10-04,18:00,
Oil,대산GT#3,93.7,2022-10-05,9:00,2022-10-05,18:00,
Oil,대산GT#3,93.7,2022-10-11,9:00,2022-10-31,18:00,
경유,대산GT#3,93.7,2022-10-11,9:00,2022-10-31,18:00,
Oil,대산GT#3,93.7,2022-11-08,0:00,2022-11-08,23:59,
Oil,대산GT#4,93.7,2022-09-04,8:00,2022-09-04,12:00,
Oil,대산GT#4,93.7,2022-10-04,9:00,2022-10-04,18:00,
Oil,대산GT#4,93.7,2022-10-05,9:00,2022-10-05,18:00,
Oil,대산GT#4,93.7,2022-10-11,9:00,2022-10-31,18:00,
경유,대산GT#4,93.7,2022-10-11,9:00,2022-10-31,18:00,
Oil,대산GT#4,93.7,2022-11-08,0:00,2022-11-08,23:59,
Oil,대산ST#1,91.0,2022-10-04,9:00,2022-10-04,18:00,
Oil,대산ST#1,91.0,2022-10-05,9:00,2022-10-05,18:00,
Oil,대산ST#1,91.0,2022-10-09,9:00,2022-10-31,18:00,
중유,대산ST#1,91.0,2022-10-11,9:00,2022-10-31,18:00,
Oil,대산ST#1,91.0,2022-11-08,0:00,2022-11-08,23:59,
LNG,대전서남부,48.3,2022-06-09,9:00,2022-06-09,18:00,
LNG,대전서남부,48.3,2022-10-04,0:01,2022-10-21,23:59,
LPG,대전열병합,88.0,2022-05-17,9:00,2022-05-19,12:00,
LNG,대전열병합,88.0,2022-05-23,9:00,2022-05-27,18:00,
LNG,대전열병합,88.0,2022-07-09,8:00,2022-07-10,20:00,
LPG,대전열병합,88.0,2022-11-26,8:00,2022-11-27,13:00,
수력,대청#1,45.0,2022-01-01,0:00,2022-12-31,23:59,
수력,대청#2,45.0,2022-05-02,17:00,2022-05-02,18:00,
수력,대청#2,45.0,2022-05-02,9:00,2022-05-02,10:00,
수력,대청#2,45.0,2022-05-03,17:00,2022-05-03,18:00,
수력,대청#2,45.0,2022-05-03,9:00,2022-05-03,10:00,
수력,대청#2,45.0,2022-05-04,17:00,2022-05-04,18:00,
수력,대청#2,45.0,2022-05-04,9:00,2022-05-04,10:00,
수력,대청#2,45.0,2022-05-10,12:00,2022-05-10,16:00,
수력,대청#2,45.0,2022-05-24,10:00,2022-05-24,11:00,
수력,대청#2,45.0,2022-06-18,7:00,2022-06-18,8:00,
수력,대청#2,45.0,2022-06-20,13:00,2022-06-20,16:00,
수력,대청#2,45.0,2022-06-21,13:00,2022-06-21,16:00,
수력,대청#2,45.0,2022-06-21,18:00,2022-06-21,19:00,
수력,대청#2,45.0,2022-09-29,13:00,2022-09-29,18:00,
수력,대청#2,45.0,2022-09-30,13:00,2022-09-30,18:00,
수력,대청#2,45.0,2022-10-13,13:00,2022-10-13,18:00,
수력,대청#2,45.0,2022-10-14,12:00,2022-10-14,13:00,
수력,대청#2,45.0,2022-10-20,10:00,2022-10-20,12:00,
LNG,동두천GT#1,286.3,2022-01-30,0:00,2022-02-01,0:00,
LNG,동두천GT#1,286.3,2022-02-26,18:00,2022-02-28,0:00,
LNG,동두천GT#1,286.3,2022-04-03,9:00,2022-04-04,0:00,
LNG,동두천GT#1,286.3,2022-06-25,6:00,2022-06-27,0:00,
LNG,동두천GT#1,286.3,2022-10-29,0:00,2022-10-30,23:59,
LNG,동두천GT#2,286.3,2022-01-30,0:00,2022-02-01,0:00,
LNG,동두천GT#2,286.3,2022-02-26,18:00,2022-02-28,0:00,
LNG,동두천GT#2,286.3,2022-04-03,9:00,2022-04-04,0:00,
LNG,동두천GT#2,286.3,2022-04-21,7:00,2022-04-21,19:00,
LNG,동두천GT#2,286.3,2022-04-22,7:00,2022-04-22,19:00,
LNG,동두천GT#2,286.3,2022-06-25,6:00,2022-06-27,0:00,
LNG,동두천GT#2,286.3,2022-10-29,0:00,2022-10-30,23:59,
LNG,동두천GT#3,286.3,2022-01-29,0:00,2022-02-01,0:00,
LNG,동두천GT#3,286.3,2022-05-21,6:00,2022-05-23,0:00,
LNG,동두천GT#3,286.3,2022-08-20,0:00,2022-08-22,0:00,
LNG,동두천GT#3,286.3,2022-10-08,12:00,2022-10-11,0:00,
LNG,동두천GT#3,286.3,2022-12-10,0:00,2022-12-12,0:00,
LNG,동두천GT#4,286.3,2022-01-29,0:00,2022-02-01,0:00,
LNG,동두천GT#4,286.3,2022-05-21,6:00,2022-05-23,0:00,
LNG,동두천GT#4,286.3,2022-08-20,0:00,2022-08-22,0:00,
LNG,동두천GT#4,286.3,2022-10-08,12:00,2022-10-11,0:00,
LNG,동두천GT#4,286.3,2022-12-10,0:00,2022-12-12,0:00,
LNG,동두천ST#1,285.8,2022-01-30,0:00,2022-02-01,0:00,
LNG,동두천ST#1,285.8,2022-02-26,18:00,2022-02-28,0:00,
LNG,동두천ST#1,285.8,2022-04-03,9:00,2022-04-04,0:00,
LNG,동두천ST#1,285.8,2022-06-25,6:00,2022-06-27,0:00,
LNG,동두천ST#1,285.8,2022-10-29,0:00,2022-10-30,23:59,
LNG,동두천ST#2,285.8,2022-01-29,0:00,2022-02-01,0:00,
LNG,동두천ST#2,285.8,2022-05-21,6:00,2022-05-23,0:00,
LNG,동두천ST#2,285.8,2022-08-20,0:00,2022-08-22,0:00,
LNG,동두천ST#2,285.8,2022-10-08,12:00,2022-10-11,0:00,
LNG,동두천ST#2,285.8,2022-12-10,0:00,2022-12-12,0:00,
LNG,동탄GT#1,246.5,2022-03-08,9:00,2022-03-08,21:00,
LNG,동탄GT#1,246.5,2022-03-11,9:00,2022-03-11,21:00,
LNG,동탄GT#1,246.5,2022-03-17,9:00,2022-03-17,21:00,
LNG,동탄GT#1,246.5,2022-04-04,0:00,2022-04-22,23:59,
LNG,동탄GT#1,246.5,2022-04-30,9:00,2022-05-01,18:00,
LNG,동탄GT#1,246.5,2022-07-03,0:00,2022-07-03,23:59,
LNG,동탄GT#1,246.5,2022-09-18,0:00,2022-09-18,23:59,
LNG,동탄GT#1,246.5,2022-10-23,0:00,2022-10-23,23:59,
LNG,동탄GT#1,246.5,2022-12-03,6:00,2022-12-03,18:00,
LNG,동탄GT#2,246.5,2022-01-23,0:00,2022-01-23,23:59,
LNG,동탄GT#2,246.5,2022-03-10,9:00,2022-03-10,21:00,
LNG,동탄GT#2,246.5,2022-03-11,9:00,2022-03-11,21:00,
LNG,동탄GT#2,246.5,2022-03-17,9:00,2022-03-17,21:00,
LNG,동탄GT#2,246.5,2022-04-11,0:00,2022-04-29,23:59,
LNG,동탄GT#2,246.5,2022-06-12,0:00,2022-06-12,18:00,
LNG,동탄GT#2,246.5,2022-07-10,0:00,2022-07-10,23:59,
LNG,동탄GT#2,246.5,2022-10-26,0:00,2022-10-30,23:59,
LNG,동탄GT#2,246.5,2022-11-06,0:00,2022-11-06,22:00,
LNG,동탄ST#1,131.9,2022-03-08,9:00,2022-03-08,21:00,
LNG,동탄ST#1,131.9,2022-03-11,9:00,2022-03-11,21:00,
LNG,동탄ST#1,131.9,2022-03-17,9:00,2022-03-17,21:00,
LNG,동탄ST#1,131.9,2022-04-04,0:00,2022-04-22,23:59,
LNG,동탄ST#1,131.9,2022-04-30,9:00,2022-05-01,18:00,
LNG,동탄ST#1,131.9,2022-07-03,0:00,2022-07-03,23:59,
LNG,동탄ST#1,131.9,2022-09-18,0:00,2022-09-18,23:59,
LNG,동탄ST#1,131.9,2022-10-23,0:00,2022-10-23,23:59,
LNG,동탄ST#1,131.9,2022-12-03,6:00,2022-12-03,18:00,
LNG,동탄ST#2,131.9,2022-01-23,0:00,2022-01-23,23:59,
LNG,동탄ST#2,131.9,2022-03-10,9:00,2022-03-10,21:00,
LNG,동탄ST#2,131.9,2022-03-11,9:00,2022-03-11,21:00,
LNG,동탄ST#2,131.9,2022-03-17,9:00,2022-03-17,21:00,
LNG,동탄ST#2,131.9,2022-04-11,0:00,2022-04-29,23:59,
LNG,동탄ST#2,131.9,2022-06-12,0:00,2022-06-12,18:00,
LNG,동탄ST#2,131.9,2022-07-10,0:00,2022-07-10,23:59,
LNG,동탄ST#2,131.9,2022-10-26,0:00,2022-10-30,23:59,
LNG,동탄ST#2,131.9,2022-11-06,0:00,2022-11-06,22:00,
Coal,동해#1,200.0,2021-11-30,23:00,2022-03-31,23:59,71.0
Coal,동해#1,200.0,2022-09-09,0:00,2022-10-11,23:59,71.0
Coal,동해#2,200.0,2021-12-01,0:00,2022-04-03,23:59,71.0
Coal,동해#2,200.0,2022-05-30,20:00,2022-06-03,20:00,71.0
Coal,동해#2,200.0,2022-06-08,0:00,2022-06-30,23:59,71.0
Coal,동해#2,200.0,2022-10-01,0:00,2023-02-03,23:59,71.0
LNG,명품오산GT#1,289.3,2022-04-16,0:00,2022-04-17,12:00,
LNG,명품오산GT#1,289.3,2022-09-17,0:00,2022-09-18,23:59,
LNG,명품오산ST#1,146.8,2022-04-16,0:00,2022-04-17,12:00,
LNG,명품오산ST#1,146.8,2022-09-17,0:00,2022-09-18,23:59,
LNG,목동열병합,21.0,2022-05-18,0:00,2022-08-31,23:59,
LNG,목동열병합,21.0,2022-09-01,0:00,2022-09-30,23:59,
LNG,목동열병합,21.0,2022-10-01,0:00,2022-10-31,23:59,
LNG,목동열병합,21.0,2022-11-02,0:00,2022-11-30,23:59,
LNG,목동열병합,21.0,2022-12-08,0:00,2022-12-12,6:00,
Oil,무림파워텍,26.3,2022-03-22,13:00,2022-03-23,13:00,
양수,무주#1,300.0,2022-02-20,0:00,2022-02-20,23:59,
양수,무주#1,300.0,2022-03-14,0:00,2022-06-11,23:59,
양수,무주#1,300.0,2022-06-15,13:00,2022-06-15,15:00,
양수,무주#1,300.0,2022-06-20,13:00,2022-06-20,15:00,
양수,무주#1,300.0,2022-07-02,9:00,2022-07-02,17:00,
양수,무주#1,300.0,2022-07-23,0:00,2022-07-23,23:59,
양수,무주#1,300.0,2022-09-24,9:00,2022-09-24,18:00,
양수,무주#1,300.0,2022-10-27,14:00,2022-10-27,16:00,
양수,무주#1,300.0,2022-11-09,0:00,2022-11-10,0:00,
양수,무주#1,300.0,2022-11-22,13:00,2022-11-22,15:00,
양수,무주#1,300.0,2022-12-10,9:00,2022-12-10,18:00,
양수,무주#2,300.0,2022-03-05,9:00,2022-03-05,17:00,
양수,무주#2,300.0,2022-03-30,9:00,2022-04-06,18:00,
양수,무주#2,300.0,2022-06-15,13:00,2022-06-15,15:00,
양수,무주#2,300.0,2022-06-17,16:00,2022-06-17,18:00,
양수,무주#2,300.0,2022-06-20,13:00,2022-06-20,15:00,
양수,무주#2,300.0,2022-08-27,9:00,2022-08-27,18:00,
양수,무주#2,300.0,2022-10-22,0:00,2023-04-19,23:59,
LNG,별내GT#1,45.7,2022-04-14,0:00,2022-04-14,23:59,
LNG,별내GT#1,45.7,2022-04-29,0:00,2022-05-22,23:59,
LNG,별내GT#1,45.7,2022-06-02,8:00,2022-06-04,23:59,
LNG,별내GT#1,45.7,2022-10-01,9:00,2022-10-03,17:59,
LNG,별내GT#1,45.7,2022-10-04,8:00,2022-11-06,18:00,
LNG,별내GT#1,45.7,2022-11-07,10:00,2022-11-08,12:00,
LNG,별내GT#2,45.7,2022-05-28,0:00,2022-06-04,23:59,
LNG,별내GT#2,45.7,2022-10-01,9:00,2022-10-03,17:59,
LNG,별내GT#2,45.7,2022-10-04,8:00,2022-10-11,18:00,
LNG,별내GT#2,45.7,2022-10-13,00:00,2022-10-31,18:00,
LNG,별내GT#2,45.7,2022-11-07,10:00,2022-11-08,12:00,
LNG,별내ST#1,39.0,2022-06-02,8:00,2022-06-04,23:59,
LNG,별내ST#1,39.0,2022-10-01,9:00,2022-10-03,17:59,
LNG,별내ST#1,39.0,2022-10-04,8:00,2022-10-31,18:00,
LNG,별내ST#1,39.0,2022-11-07,10:00,2022-11-08,12:00,
Coal,보령#3,550.0,2022-04-01,11:00,2022-04-22,23:59,100.0
Coal,보령#3,550.0,2022-06-03,0:00,2022-07-03,23:59,100.0
Coal,보령#3,550.0,2022-09-15,20:00,2022-09-18,23:59,100.0
Coal,보령#3,550.0,2022-10-10,0:00,2022-10-16,23:59,100.0
Coal,보령#4,500.0,2021-10-05,0:00,2023-02-25,23:59,100.0
Coal,보령#5,500.0,2022-02-21,0:00,2022-03-06,23:59,100.0
Coal,보령#5,500.0,2022-03-12,0:00,2022-03-13,23:59,100.0
Coal,보령#5,500.0,2022-03-19,0:00,2022-03-20,23:59,100.0
Coal,보령#5,500.0,2022-03-26,0:00,2022-03-27,23:59,100.0
Coal,보령#5,500.0,2022-04-02,0:00,2022-04-03,23:59,100.0
Coal,보령#5,500.0,2022-04-16,0:00,2022-04-29,23:59,100.0
Coal,보령#5,500.0,2022-05-07,0:00,2022-05-08,23:59,100.0
Coal,보령#5,500.0,2022-05-14,0:00,2022-05-15,23:59,100.0
Coal,보령#5,500.0,2022-05-21,0:00,2022-05-22,23:59,100.0
Coal,보령#5,500.0,2022-06-04,0:00,2022-06-06,23:59,100.0
Coal,보령#5,500.0,2022-09-09,0:00,2023-01-01,23:59,100.0
Coal,보령#6,500.0,2022-02-21,0:00,2022-02-27,23:59,100.0
Coal,보령#6,500.0,2022-03-05,0:00,2022-03-06,23:59,100.0
Coal,보령#6,500.0,2022-03-12,0:00,2022-03-13,23:59,100.0
Coal,보령#6,500.0,2022-03-19,0:00,2022-03-20,23:59,100.0
Coal,보령#6,500.0,2022-03-26,0:00,2022-03-27,23:59,100.0
Coal,보령#6,500.0,2022-04-09,0:00,2022-04-10,23:59,100.0
Coal,보령#6,500.0,2022-04-30,0:00,2022-05-01,23:59,100.0
Coal,보령#6,500.0,2022-05-28,0:00,2022-05-29,23:59,100.0
Coal,보령#6,500.0,2022-06-11,0:00,2022-06-12,23:59,100.0
Coal,보령#6,500.0,2022-10-20,0:00,2022-12-25,23:59,100.0
Coal,보령#7,500.0,2022-04-25,0:00,2022-05-29,23:59,100.0
Coal,보령#8,500.0,2022-04-01,21:00,2022-04-03,18:00,100.0
Coal,보령#8,500.0,2022-06-11,0:00,2022-06-12,13:00,100.0
Coal,보령#8,500.0,2022-06-25,0:00,2022-06-26,16:00,100.0
Coal,보령#8,500.0,2022-07-02,0:00,2022-07-03,16:00,100.0
Coal,보령#8,500.0,2022-07-09,0:00,2022-07-10,16:00,100.0
Coal,보령#8,500.0,2022-09-19,0:00,2022-11-01,23:59,100.0
LNG,보령GT#1,150.0,2022-02-12,9:00,2022-02-14,23:59,
LNG,보령GT#1,150.0,2022-03-16,0:00,2022-03-25,23:59,
LNG,보령GT#1,150.0,2022-05-08,0:00,2022-05-08,20:00,
LNG,보령GT#1,150.0,2022-05-11,0:00,2022-05-14,23:59,
LNG,보령GT#1,150.0,2022-06-30,0:00,2022-07-03,23:59,
LNG,보령GT#1,150.0,2022-07-23,0:00,2022-07-24,23:59,
LNG,보령GT#1,150.0,2022-08-21,9:00,2022-08-21,23:59,
LNG,보령GT#1,150.0,2022-09-14,11:00,2022-09-14,19:00,
