id,off_start_day,off_start_time,off_end_day,off_end_time
18,179,8,180,24
18,256,1,282,24
18,261,10,275,10
18,261,10,275,10
18,261,10,275,10
23,62,1,71,24
23,63,1,85,24
23,73,1,76,24
23,83,1,157,24
23,83,1,157,24
23,100,1,157,24
23,111,1,121,24
23,155,1,164,24
23,160,1,172,24
23,160,1,172,24
23,178,1,181,24
23,178,1,181,24
23,187,9,188,24
23,187,9,188,24
23,199,1,201,24
23,246,1,274,24
23,259,1,267,24
23,270,1,272,24
23,270,1,272,24
23,283,1,333,24
23,287,1,295,24
23,295,1,304,24
23,298,1,302,24
23,298,1,302,24
23,328,1,333,24
23,333,1,335,24
23,353,1,355,24
24,4,1,6,24
24,4,1,6,24
24,4,1,6,24
24,20,1,22,24
24,60,1,61,24
24,60,1,61,24
24,60,1,61,24
24,71,1,142,24
24,71,1,142,24
24,71,1,142,24
24,88,1,95,24
24,88,1,95,24
24,88,1,95,24
24,96,9,96,18
24,103,1,116,24
24,103,1,116,24
24,103,1,116,24
24,127,1,206,24
24,127,1,206,24
24,127,1,206,24
24,166,1,169,24
24,166,1,169,24
24,166,1,169,24
24,173,1,176,24
24,173,1,176,24
24,173,1,176,24
24,246,1,252,24
24,246,1,252,24
24,246,1,252,24
24,271,1,274,24
24,271,1,274,24
24,271,1,274,24
24,287,4,287,14
24,287,4,287,14
24,287,4,287,14
24,288,4,288,14
24,288,4,288,14
24,288,4,288,14
24,289,4,289,14
24,289,4,289,14
24,289,4,289,14
24,289,4,289,14
24,290,4,290,14
24,290,4,290,14
24,290,4,290,14
24,290,4,290,14
24,292,1,295,24
24,292,1,295,24
24,292,1,295,24
24,298,1,302,24
24,310,1,330,24
24,312,1,330,24
24,312,1,330,24
24,319,1,330,24
24,327,1,330,24
24,327,1,330,24
24,327,1,330,24
24,327,1,330,24
24,327,1,330,24
24,345,1,347,24
25,34,1,101,10
25,34,1,101,10
25,34,1,101,10
25,39,1,44,24
25,39,1,44,24
25,39,1,44,24
25,44,1,49,24
25,44,1,49,24
25,44,1,49,24
25,55,1,182,24
25,55,1,182,24
25,55,1,182,24
25,55,1,60,24
25,91,1,93,24
25,91,1,93,24
25,91,1,93,24
25,96,1,100,24
25,96,1,100,24
25,96,1,100,24
25,105,1,130,24
25,105,1,130,24
25,105,1,130,24
25,107,1,109,24
25,107,1,109,24
25,107,1,109,24
25,138,1,140,24
25,144,1,149,16
25,144,1,149,16
25,144,1,149,16
25,159,1,162,24
25,159,1,162,24
25,159,1,162,24
25,172,1,288,24
25,172,1,288,24
25,172,1,288,24
25,173,1,176,24
25,173,1,176,24
25,173,1,176,24
25,246,1,251,24
25,252,1,327,24
25,252,1,327,24
25,252,1,327,24
25,256,1,265,9
25,287,1,291,24
25,287,1,291,24
25,287,1,291,24
25,287,1,291,24
25,287,1,291,24
25,287,1,291,24
25,290,14,294,14
25,290,14,294,14
25,290,14,294,14
25,298,1,307,24
25,298,1,307,24
25,298,1,307,24
25,314,1,323,24
25,320,1,323,24
25,320,1,323,24
25,323,1,376,24
25,330,1,354,24
25,330,1,354,24
25,331,1,334,24
25,331,1,334,24
25,331,1,334,24
25,354,1,358,24
25,354,1,358,24
25,354,1,358,24
25,361,1,368,24
25,361,1,368,24
26,46,8,46,16
26,46,8,46,16
26,116,1,117,18
26,116,1,117,18
26,130,1,173,24
26,130,1,173,24
26,145,8,145,16
26,145,8,145,16
26,270,1,272,5
26,270,1,272,5
26,284,1,318,24
26,284,1,318,24
26,333,7,333,15
26,333,7,333,15
33,145,6,145,18
33,145,6,145,18
33,145,6,145,18
33,155,14,155,16
33,155,14,155,16
33,155,14,155,16
33,249,1,251,24
33,249,1,251,24
33,249,1,251,24
33,269,23,271,20
33,269,23,271,24
33,269,23,271,24
34,12,1,13,24
34,18,20,19,12
34,46,1,47,18
34,95,1,97,24
34,95,1,97,24
34,95,8,95,16
34,95,8,95,16
34,102,1,104,24
34,106,1,123,24
34,127,1,144,24
34,144,1,161,24
34,172,1,177,24
34,186,1,188,24
34,193,1,195,24
34,200,1,202,24
34,200,1,202,24
34,207,1,209,24
34,214,1,216,24
34,214,1,216,24
34,221,1,223,24
34,227,1,229,24
34,235,1,237,24
34,235,8,236,18
34,242,8,243,18
34,255,1,256,21
34,270,6,271,18
34,276,1,306,24
34,276,1,306,24
34,276,1,307,24
34,276,1,306,24
34,319,1,321,24
34,326,2,326,17
34,326,2,326,17
34,326,2,326,17
34,326,2,326,17
34,347,2,348,18
35,244,1,276,24
35,244,1,276,24
35,333,1,334,14
35,333,1,334,14
39,74,1,85,24
39,74,1,85,24
39,74,1,85,24
39,121,1,128,24
39,121,1,128,24
39,121,1,128,24
39,256,1,258,24
39,256,1,258,24
39,256,1,258,24
39,276,1,277,24
39,333,1,341,24
39,333,1,341,24
39,333,1,341,24
39,352,1,356,24
39,352,1,356,24
39,352,1,356,24
41,54,1,55,24
41,68,1,69,24
41,131,1,136,24
41,131,1,136,24
41,131,1,136,24
41,250,6,250,21
41,291,1,301,24
41,291,1,301,24
41,291,1,301,24
41,347,1,348,24
41,347,1,348,24
41,347,1,348,24
48,47,18,52,24
48,48,1,52,24
48,48,1,52,24
48,61,1,66,24
48,61,1,66,24
48,61,1,66,24
48,68,1,70,24
48,68,1,70,24
48,68,1,70,24
48,70,10,70,18
48,70,10,70,18
48,70,10,70,18
48,71,9,71,18
48,71,9,71,18
48,71,9,71,18
48,72,10,72,13
48,72,10,72,13
48,72,10,72,13
48,276,1,342,24
48,276,1,342,24
48,283,1,342,24
48,292,18,298,24
48,293,1,298,24
48,293,1,298,24
48,300,10,300,19
48,300,10,300,19
48,300,10,300,19
48,301,8,301,19
48,301,8,301,19
48,301,8,301,19
48,302,11,302,15
48,302,11,302,15
48,302,11,302,15
49,75,1,81,24
49,75,1,81,24
49,95,1,100,24
49,95,1,100,24
49,95,1,100,24
49,287,1,289,24
49,287,1,289,24
49,347,1,349,18
49,347,1,349,18
49,347,1,349,18
58,11,1,13,24
58,11,1,13,24
58,11,1,13,24
58,76,1,102,24
58,76,1,102,24
58,76,1,102,24
58,144,1,167,24
58,144,1,167,24
58,144,1,167,24
58,256,1,258,24
58,256,1,258,24
58,286,1,389,24
58,321,1,326,24
58,321,1,326,24
66,294,4,295,24
66,295,4,296,24
66,296,4,297,24
79,20,6,22,21
79,22,6,22,18
79,22,6,22,18
79,22,6,22,18
79,23,6,23,18
79,23,6,23,18
79,23,6,23,18
79,63,5,63,18
79,63,5,63,18
79,63,5,63,18
79,64,5,64,18
79,64,5,64,18
79,64,5,64,18
79,98,1,167,24
79,98,1,167,24
79,98,1,167,24
79,104,1,112,24
79,104,1,112,24
79,104,1,112,24
79,143,6,144,24
79,143,6,145,24
79,143,6,144,24
79,146,6,147,24
79,146,6,147,24
79,153,6,154,24
79,167,3,167,19
79,167,3,167,19
79,167,3,167,19
79,175,3,175,19
79,175,3,175,19
79,175,3,175,19
79,176,18,188,24
79,176,18,188,24
79,176,18,188,24
79,192,1,195,14
79,192,1,195,14
79,192,1,195,14
79,193,1,195,24
79,193,1,195,24
79,193,1,195,24
79,209,1,223,24
79,209,1,223,24
79,209,1,223,24
79,232,1,237,14
79,239,1,302,24
79,252,1,262,24
79,252,1,262,24
79,252,1,262,24
79,258,1,272,24
79,258,1,272,24
79,272,1,274,24
79,272,1,274,24
79,272,1,274,24
79,289,1,291,24
79,289,1,291,24
79,289,1,291,24
79,293,1,297,24
79,293,1,297,24
79,293,1,297,24
79,300,14,300,21
79,300,14,300,21
79,312,8,312,18
79,312,8,312,18
79,312,8,312,18
79,326,1,327,24
79,328,1,331,24
79,328,1,331,24
79,328,1,331,24
80,21,6,21,18
80,21,6,21,18
80,21,6,21,18
80,41,6,44,18
80,65,5,65,18
80,65,5,65,18
80,65,5,65,18
80,87,1,92,24
80,143,6,144,24
80,143,6,144,24
80,143,6,144,24
80,146,1,154,24
80,146,1,154,24
80,146,1,154,24
80,165,6,167,24
80,165,6,167,24
80,165,6,167,24
80,168,3,168,19
80,168,3,168,19
80,168,3,168,19
80,278,1,310,24
80,278,1,310,24
80,278,1,310,24
82,48,1,120,24
82,48,1,120,24
82,48,1,120,24
82,170,1,173,24
82,170,1,173,24
82,170,1,173,24
82,219,1,222,24
82,219,1,222,24
82,219,1,222,24
89,147,1,149,18
89,148,1,152,18
89,148,1,149,18
89,259,3,261,12
89,260,3,261,18
89,260,3,261,12
89,282,15,288,18
89,285,1,290,18
89,292,1,297,18
91,25,1,27,24
91,25,1,27,24
91,25,1,27,24
91,28,1,30,24
91,28,1,30,24
91,28,1,30,24
91,33,1,45,24
91,33,1,45,24
91,33,1,45,24
91,67,1,121,24
91,121,1,128,24
91,121,1,128,24
91,121,1,126,24
91,121,1,126,24
91,121,1,128,24
91,121,1,126,24
91,127,1,177,24
91,130,8,130,17
91,130,8,130,12
91,130,12,130,17
91,144,6,144,11
91,144,6,144,11
91,144,6,144,11
91,157,8,157,11
91,157,8,157,11
91,157,8,157,11
91,246,1,290,24
91,249,1,250,24
91,249,1,250,24
91,249,1,250,24
91,249,1,250,24
91,249,1,250,24
91,249,1,250,24
91,276,1,280,24
91,276,1,280,24
91,276,1,280,24
91,276,1,280,24
91,276,1,280,24
91,276,1,280,24
91,282,8,282,17
91,284,8,284,17
91,288,1,305,24
91,319,8,319,17
92,18,8,19,17
92,18,8,19,17
92,18,8,19,17
92,39,8,40,17
92,39,8,40,17
92,39,8,40,17
92,54,1,58,24
92,54,1,58,24
92,54,1,58,24
92,74,1,132,24
92,74,1,172,24
92,119,1,129,24
92,130,1,144,24
92,130,1,144,24
92,130,1,144,24
92,132,1,167,19
92,137,1,153,24
92,180,1,181,24
92,180,1,181,24
92,180,1,181,24
92,193,1,193,17
92,193,1,193,17
92,193,1,193,17
92,194,8,194,12
92,194,13,194,17
92,214,6,214,17
92,214,6,214,17
92,214,6,214,17
92,235,1,235,17
92,235,1,235,17
92,235,1,235,17
92,244,1,260,24
92,260,1,276,24
92,270,8,270,17
92,270,8,270,17
92,270,8,270,17
92,291,9,291,11
92,312,1,312,17
92,312,1,312,17
92,312,1,312,17
92,327,1,328,24
92,327,1,328,24
92,327,1,328,24
92,333,1,335,24
92,333,1,335,24
92,333,1,335,24
92,333,8,333,17
92,339,1,341,24
92,340,5,340,12
92,347,1,366,24
92,347,5,347,15
93,1,1,1,1
93,1,1,1,1
93,1,1,1,1
93,1,1,1,1
93,1,1,1,1
93,1,1,1,1
93,1,1,1,1
93,11,1,13,24
93,11,1,13,24
93,11,1,13,24
93,11,1,13,24
93,25,1,28,24
93,25,1,28,24
93,25,1,28,24
93,25,1,28,24
93,32,1,32,17
93,32,1,32,17
93,39,8,40,17
93,39,8,40,17
93,39,8,40,17
93,55,10,55,18
93,55,10,55,18
93,55,10,55,18
93,60,1,63,24
93,60,1,63,24
93,60,1,63,24
93,60,1,63,24
93,60,1,64,24
93,60,1,64,24
93,60,1,64,24
93,73,1,76,24
93,73,1,76,24
93,74,1,76,24
93,74,1,76,24
93,75,1,79,24
93,75,1,79,24
93,75,1,79,24
93,81,1,82,12
93,81,1,82,12
93,81,1,82,12
93,95,1,97,24
93,95,1,97,24
93,95,1,97,24
93,95,1,97,24
93,107,1,111,24
93,107,1,111,24
93,107,1,111,24
93,107,1,111,24
93,122,1,127,24
93,122,1,127,24
93,122,1,127,24
93,122,1,127,24
93,130,1,133,24
93,130,1,133,24
93,130,1,133,24
93,137,1,139,24
93,137,1,139,24
93,137,1,139,24
93,137,1,139,24
93,150,1,153,24
93,150,1,153,24
93,150,1,153,24
93,150,1,153,24
93,151,1,155,24
93,151,1,155,24
93,151,1,155,24
93,157,1,162,24
93,157,1,162,24
93,165,1,167,24
93,165,1,167,24
93,165,1,167,24
93,165,1,167,24
93,179,1,181,24
93,179,1,181,24
93,179,1,181,24
93,179,1,181,24
93,207,1,209,24
93,207,1,209,24
93,207,1,209,24
93,207,1,209,24
93,207,8,207,17
93,207,8,207,17
93,207,8,207,17
93,227,1,230,24
93,227,1,230,24
93,227,1,230,24
93,227,1,230,24
93,227,1,230,24
93,227,1,230,24
93,243,8,243,12
93,243,8,243,12
93,258,1,277,24
93,268,1,275,24
93,268,1,275,24
93,276,1,280,13
93,276,1,280,13
93,281,1,286,24
93,281,1,286,24
93,290,1,291,24
93,290,1,291,24
93,297,1,298,11
93,297,1,298,11
93,298,1,301,24
93,298,1,301,24
93,298,1,301,24
93,311,1,313,17
93,311,1,313,17
93,311,1,313,17
93,347,8,348,17
93,347,8,348,17
93,347,8,348,17
95,67,1,69,6
95,67,1,69,6
95,137,1,139,6
95,137,1,139,6
95,277,1,288,24
95,277,1,288,24
95,314,1,348,24
95,314,1,348,24
104,80,1,121,24
104,80,1,121,24
104,80,1,121,24
104,89,17,89,18
104,89,17,89,18
104,89,17,89,18
104,142,1,143,24
104,142,1,143,24
104,142,1,143,24
104,174,1,181,24
104,174,1,181,24
104,174,1,181,24
104,302,6,303,24
104,302,6,303,24
104,302,6,303,24
104,313,1,321,24
104,313,1,321,24
104,313,1,321,24
104,313,1,321,24
104,313,1,321,24
104,313,1,321,24
104,350,9,356,24
104,350,9,354,24
104,350,9,354,24
104,354,1,358,24
105,74,1,75,6
105,74,1,75,6
105,80,1,95,24
105,80,1,95,24
105,80,1,95,24
105,135,1,137,24
105,140,1,144,24
105,140,1,144,24
105,140,1,144,24
105,150,1,179,24
105,150,1,179,24
105,180,1,187,24
105,192,1,195,14
105,244,1,277,24
105,249,1,250,6
105,249,1,250,6
105,263,1,267,24
105,263,1,267,24
105,313,1,321,24
105,313,1,321,24
105,313,1,321,24
105,333,1,335,6
105,333,1,335,6
105,350,9,354,24
105,350,9,354,24
105,350,9,354,24
107,93,1,95,24
107,93,1,95,24
107,93,1,95,24
107,127,1,178,24
107,127,1,178,24
107,127,1,178,24
107,292,1,296,24
107,292,1,296,24
107,292,1,296,24
107,299,1,302,24
107,299,1,302,24
107,299,1,302,24
107,306,1,309,24
107,306,1,309,24
107,318,1,322,24
107,318,1,322,24
107,318,1,322,24
113,69,1,72,24
113,69,1,72,24
113,69,1,72,24
113,90,1,186,24
113,90,1,186,24
113,90,1,186,24
113,162,1,172,24
113,162,1,172,24
113,162,1,172,24
113,206,1,210,24
113,206,1,210,24
113,206,1,210,24
113,207,1,210,24
113,221,1,226,24
113,221,1,226,24
113,221,1,226,24
113,260,1,270,24
113,260,1,270,24
113,260,1,270,24
113,286,1,312,24
113,292,1,297,24
113,292,1,297,24
113,292,1,297,24
113,299,1,301,24
113,299,1,301,24
113,299,1,301,24
113,313,1,318,24
113,313,1,318,24
113,313,1,318,24
113,327,1,330,24
113,327,1,330,24
113,327,1,330,24
114,40,9,40,15
114,53,1,69,24
114,53,1,69,24
114,53,1,69,24
114,54,1,55,24
114,54,1,55,24
114,54,1,55,24
114,76,1,79,24
114,76,1,79,24
114,76,1,79,24
114,117,1,123,24
114,117,1,123,24
114,117,1,123,24
114,131,1,134,24
114,131,1,134,24
114,131,1,134,24
114,157,1,162,24
114,157,1,162,24
114,157,1,162,24
114,172,1,175,24
114,172,1,175,24
114,172,1,175,24
114,176,1,179,24
114,200,6,200,15
114,200,6,200,15
114,200,6,200,15
114,242,1,244,24
114,242,1,244,24
114,242,1,244,24
114,249,5,249,15
114,271,1,276,24
114,271,1,276,24
114,271,1,276,24
114,285,1,290,24
114,285,1,290,24
114,285,1,290,24
114,320,1,323,24
114,320,1,323,24
114,320,1,323,24
114,323,1,327,24
114,323,1,327,24
114,323,1,327,24
114,338,1,340,24
114,338,1,340,24
114,338,1,340,24
