회원사,연료원,발전기명,설비용량,시작일,시작시간,종료일,종료시간,광역지역,세부지역
한국남부발전(주),LNG,부산ST#1,150.0,2023-09-30,0:00,2023-10-02,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#1,150.0,2023-10-10,0:00,2023-10-13,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#1,150.0,2023-11-20,0:00,2023-11-25,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2022-12-24,5:00,2022-12-26,5:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-03-02,0:00,2023-03-03,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-03-13,22:00,2023-03-14,5:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-03-14,22:00,2023-03-15,5:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-03-15,22:00,2023-03-16,5:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-03-16,22:00,2023-03-17,5:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-03-17,22:00,2023-03-18,5:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-04-10,0:00,2023-04-13,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-04-24,0:00,2023-04-29,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-06-14,0:00,2023-06-17,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-07-07,0:00,2023-07-10,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-09-30,0:00,2023-10-02,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-10-11,0:00,2023-11-01,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#2,150.0,2023-11-27,0:00,2023-11-30,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-01-01,9:00,2023-01-01,18:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-01-07,9:00,2023-01-07,18:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-01-28,0:00,2023-01-30,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-02-20,0:00,2023-02-21,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-03-08,0:00,2023-03-25,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-04-01,0:00,2023-04-05,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-05-27,0:00,2023-06-01,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-06-26,0:00,2023-06-29,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-09-30,0:00,2023-10-02,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-10-23,0:00,2023-10-28,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-11-13,0:00,2023-11-16,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#3,150.0,2023-11-28,0:00,2023-12-05,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-02-21,0:00,2023-02-22,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-03-22,0:00,2023-04-01,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-04-27,0:00,2023-04-29,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-06-01,0:00,2023-06-04,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-06-14,0:00,2023-06-19,6:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-08-11,0:00,2023-08-13,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-08-25,21:00,2023-08-26,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-10-14,0:00,2023-10-14,3:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-10-23,0:00,2023-10-28,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-11-13,0:00,2023-11-16,0:00,부산,부산광역시 사하구(부산광역시)
한국남부발전(주),LNG,부산ST#4,150.0,2023-12-10,0:00,2023-12-10,3:00,부산,부산광역시 사하구(부산광역시)
부산정관에너지(발전),LNG,부산정관GT#1,26.7,2023-05-22,9:00,2023-05-25,18:00,부산,부산광역시 기장군
부산정관에너지(발전),LNG,부산정관GT#1,26.7,2023-11-14,8:00,2023-11-14,17:59,부산,부산광역시 기장군
부산정관에너지(발전),LNG,부산정관ST#1,19.2,2023-05-22,9:00,2023-05-25,18:00,부산,부산광역시 기장군
부산정관에너지(발전),LNG,부산정관ST#1,19.2,2023-11-14,8:00,2023-11-14,17:59,부산,부산광역시 기장군
지에스파워(주),LNG,부천GT#1,100.0,2023-02-19,11:00,2023-02-19,21:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#1,100.0,2023-03-07,0:00,2023-03-07,23:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#1,100.0,2023-04-03,0:00,2023-04-30,0:00,경기,경기도 부천시
지에스파워(주),LNG,부천GT#1,100.0,2023-09-23,9:00,2023-09-23,16:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#1,100.0,2023-10-09,8:00,2023-10-09,17:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#2,100.0,2023-02-12,11:00,2023-02-12,19:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#2,100.0,2023-03-08,0:00,2023-03-08,23:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#2,100.0,2023-10-09,8:00,2023-10-09,17:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#2,100.0,2023-12-16,0:00,2023-12-17,0:00,경기,경기도 부천시
지에스파워(주),LNG,부천GT#3,100.0,2023-02-26,11:00,2023-02-26,21:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#3,100.0,2023-03-09,0:00,2023-03-09,23:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#3,100.0,2023-09-02,9:00,2023-09-02,17:59,경기,경기도 부천시
지에스파워(주),LNG,부천GT#3,100.0,2023-10-02,0:00,2023-11-02,23:59,경기,경기도 부천시
지에스파워(주),LNG,부천ST#1,150.0,2023-03-10,0:00,2023-03-10,23:59,경기,경기도 부천시
지에스파워(주),LNG,부천ST#1,150.0,2023-04-03,0:00,2023-04-16,0:00,경기,경기도 부천시
지에스파워(주),LNG,부천ST#1,150.0,2023-10-09,8:00,2023-10-09,17:59,경기,경기도 부천시
(주)지에스동해전력,Coal,북평#1,595.0,2023-04-28,0:00,2023-06-16,23:59,강원,강원도 동해시
(주)지에스동해전력,Coal,북평#2,595.0,2023-03-25,0:00,2023-04-05,0:00,강원,강원도 동해시
한국남동발전(주),LNG,분당GT#1,77.8,2023-03-07,0:00,2023-03-30,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#2,77.8,2023-04-04,0:00,2023-04-11,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#2,77.8,2023-05-29,0:00,2023-06-22,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#2,77.8,2023-09-04,0:00,2023-09-28,0:00,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#3,77.8,2023-04-28,0:00,2023-05-25,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#4,77.8,2023-05-29,0:00,2023-06-23,0:00,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#5,77.8,2023-10-04,0:00,2023-11-23,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#6,77.8,2023-06-05,0:00,2023-06-29,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#7,77.8,2023-04-05,0:00,2023-04-14,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당GT#8,77.8,2023-10-24,0:00,2023-11-02,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당ST#1,185.0,2023-05-09,0:00,2023-05-18,23:59,경기,경기도 성남시
한국남동발전(주),LNG,분당ST#1,185.0,2023-10-20,0:00,2023-11-04,0:00,경기,경기도 성남시
한국남동발전(주),LNG,분당ST#2,115.0,2023-09-04,0:00,2023-10-18,23:59,경기,경기도 성남시
한국수력원자력(주),양수,산청#1,350.0,2023-01-04,18:00,2023-01-04,20:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-02-09,14:00,2023-02-09,17:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-02-11,9:00,2023-02-12,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-03-01,9:00,2023-03-02,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-03-31,13:00,2023-03-31,15:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-04-03,14:00,2023-04-03,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-04-05,22:00,2023-04-06,12:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-04-06,14:00,2023-04-06,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-04-13,14:00,2023-04-13,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-05-03,9:00,2023-05-03,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-05-18,8:00,2023-05-18,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-06-01,9:00,2023-06-02,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-09-09,8:00,2023-09-10,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-10-18,14:00,2023-10-18,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-10-21,8:00,2023-10-21,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-11-25,8:00,2023-11-25,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#1,350.0,2023-12-03,9:00,2023-12-09,0:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-01-04,20:00,2023-01-04,22:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-01-07,9:00,2023-01-07,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-02-09,14:00,2023-02-09,17:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-03-01,9:00,2023-03-01,11:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-03-20,9:00,2023-03-21,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-03-31,13:00,2023-03-31,15:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-04-03,14:00,2023-04-03,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-04-05,22:00,2023-04-06,12:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-04-06,14:00,2023-04-06,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-04-13,14:00,2023-04-13,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-05-18,8:00,2023-05-18,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-05-22,9:00,2023-05-23,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-06-01,9:00,2023-06-02,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-09-09,8:00,2023-09-10,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-10-14,8:00,2023-10-14,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-10-18,14:00,2023-10-18,16:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-11-11,8:00,2023-11-11,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-11-18,8:00,2023-11-18,18:00,경남,경상남도 산청군
한국수력원자력(주),양수,산청#2,350.0,2023-11-26,9:00,2023-12-02,0:00,경남,경상남도 산청군
한국수력원자력(주),양수,삼랑진#1,300.0,2023-01-14,9:00,2023-01-14,13:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#1,300.0,2023-01-28,9:00,2023-01-28,18:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#1,300.0,2023-03-02,0:00,2023-07-22,23:59,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#1,300.0,2023-09-18,9:00,2023-09-20,20:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#1,300.0,2023-10-17,14:00,2023-10-17,17:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-01-14,14:00,2023-01-14,18:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-03-29,15:00,2023-03-29,16:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-04-13,14:30,2023-04-13,17:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-05-16,9:00,2023-05-16,11:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-05-17,16:00,2023-05-17,18:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-05-23,9:00,2023-05-25,0:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-09-19,9:00,2023-09-21,20:00,경남,경상남도 밀양시
한국수력원자력(주),양수,삼랑진#2,300.0,2023-10-17,14:00,2023-10-17,17:00,경남,경상남도 밀양시
한국남부발전(주),Coal,삼척그린#1,1022.0,2023-03-04,0:00,2023-03-13,0:00,,
한국남부발전(주),Coal,삼척그린#1,1022.0,2023-04-12,0:00,2023-04-17,0:00,,
한국남부발전(주),Coal,삼척그린#1,1022.0,2023-06-16,0:00,2023-06-19,0:00,,
한국남부발전(주),Coal,삼척그린#1,1022.0,2023-10-19,0:00,2024-01-10,0:00,,
한국남부발전(주),Coal,삼척그린#2,1022.0,2023-03-03,0:00,2023-07-16,0:00,,
한국남부발전(주),Coal,삼척그린#2,1022.0,2023-08-31,0:00,2023-09-04,0:00,,
한국남동발전(주),Coal,삼천포#3,560.0,2023-02-27,0:00,2023-03-27,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#3,560.0,2023-03-31,0:00,2023-04-01,16:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#3,560.0,2023-06-16,0:00,2023-06-19,3:59,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#3,560.0,2023-09-16,0:00,2023-09-19,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#4,560.0,2022-12-10,0:00,2022-12-24,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#4,560.0,2023-01-30,0:00,2023-03-06,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#4,560.0,2023-03-11,0:00,2023-03-13,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#4,560.0,2023-03-18,0:00,2023-03-27,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#5,500.0,2023-04-03,0:00,2023-04-08,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#5,500.0,2023-09-02,0:00,2023-12-01,0:00,경남,경상남도 고성군
한국남동발전(주),Coal,삼천포#6,500.0,2023-06-12,0:00,2023-06-20,23:59,경남,경상남도 고성군
한국수력원자력(주),Nuclear,새울#1,1400.0,2023-04-16,0:00,2023-07-26,23:58,울산,울산광역시 울주군
한국중부발전(주),LNG,서울GT#1,241.3,2023-01-06,0:00,2023-01-09,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#1,241.3,2023-03-01,0:00,2023-05-18,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#1,241.3,2023-05-27,0:00,2023-05-29,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#1,241.3,2023-10-03,0:00,2023-10-10,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#1,241.3,2023-12-22,13:00,2024-01-03,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#2,241.3,2023-02-11,0:00,2023-02-21,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#2,241.3,2023-03-10,0:00,2023-03-14,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#2,241.3,2023-04-26,0:00,2023-04-27,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#2,241.3,2023-06-16,0:00,2023-06-19,0:00,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#2,241.3,2023-10-09,0:00,2023-11-16,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울GT#2,241.3,2023-12-15,0:00,2023-12-20,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#1,127.9,2023-01-06,0:00,2023-01-09,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#1,127.9,2023-03-01,0:00,2023-05-18,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#1,127.9,2023-05-27,0:00,2023-05-29,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#1,127.9,2023-10-03,0:00,2023-10-10,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#1,127.9,2023-12-22,13:00,2024-01-03,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#2,127.9,2023-02-11,0:00,2023-02-21,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#2,127.9,2023-03-10,0:00,2023-03-14,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#2,127.9,2023-04-26,0:00,2023-04-27,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#2,127.9,2023-06-16,0:00,2023-06-19,0:00,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#2,127.9,2023-10-09,0:00,2023-11-16,23:59,서울,서울특별시 마포구
한국중부발전(주),LNG,서울ST#2,127.9,2023-12-15,0:00,2023-12-20,23:59,서울,서울특별시 마포구
한국서부발전(주),LNG,서인천GT#1,150.0,2023-01-15,0:00,2023-01-16,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#1,150.0,2023-02-27,0:00,2023-04-28,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#1,150.0,2023-06-19,0:00,2023-06-29,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#1,150.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#1,150.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#2,150.0,2023-03-30,9:00,2023-04-01,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#2,150.0,2023-06-23,0:00,2023-06-26,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#2,150.0,2023-09-18,0:00,2023-11-01,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#2,150.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#3,150.0,2023-03-27,0:00,2023-04-04,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#3,150.0,2023-06-09,0:00,2023-07-06,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#3,150.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#3,150.0,2023-11-17,12:00,2023-11-20,18:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#3,150.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#4,150.0,2023-03-30,9:00,2023-04-01,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#4,150.0,2023-06-02,0:00,2023-06-04,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#4,150.0,2023-06-23,0:00,2023-06-26,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#4,150.0,2023-07-22,0:00,2023-07-23,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#4,150.0,2023-10-13,20:00,2023-11-23,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#4,150.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#5,150.0,2023-06-09,0:00,2023-06-12,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#5,150.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#5,150.0,2023-11-17,12:00,2023-11-20,18:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#6,150.0,2023-05-11,0:00,2023-05-13,16:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#6,150.0,2023-06-03,0:00,2023-06-04,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#6,150.0,2023-06-09,0:00,2023-06-12,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#6,150.0,2023-07-07,0:00,2023-07-10,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#6,150.0,2023-08-02,0:00,2023-08-05,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#6,150.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#6,150.0,2023-11-04,0:00,2023-11-07,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#7,150.0,2023-02-17,0:00,2023-02-18,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#7,150.0,2023-03-06,0:00,2023-06-24,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#7,150.0,2023-10-13,0:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#7,150.0,2023-11-25,0:00,2023-11-30,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#8,150.0,2023-06-09,0:00,2023-06-12,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#8,150.0,2023-10-13,20:00,2023-10-20,23:59,인천,인천광역시 서구
한국서부발전(주),LNG,서인천GT#8,150.0,2023-11-24,12:00,2023-11-27,18:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#1,75.0,2023-01-15,0:00,2023-01-16,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#1,75.0,2023-02-27,0:00,2023-04-28,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#1,75.0,2023-06-19,0:00,2023-06-29,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#1,75.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#1,75.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#2,75.0,2023-03-30,9:00,2023-04-01,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#2,75.0,2023-06-23,0:00,2023-06-26,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#2,75.0,2023-09-18,0:00,2023-11-01,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#2,75.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#3,75.0,2023-03-27,0:00,2023-04-04,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#3,75.0,2023-06-09,0:00,2023-07-06,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#3,75.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#3,75.0,2023-11-17,12:00,2023-11-20,18:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#3,75.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#4,75.0,2023-02-26,0:00,2023-02-27,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#4,75.0,2023-03-30,9:00,2023-04-01,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#4,75.0,2023-06-02,0:00,2023-06-04,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#4,75.0,2023-06-23,0:00,2023-06-26,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#4,75.0,2023-07-22,0:00,2023-07-23,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#4,75.0,2023-10-13,20:00,2023-11-23,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#4,75.0,2023-12-09,0:00,2023-12-11,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#5,75.0,2023-06-09,0:00,2023-06-12,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#5,75.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#5,75.0,2023-11-17,12:00,2023-11-20,18:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#6,75.0,2023-05-11,0:00,2023-05-13,16:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#6,75.0,2023-06-03,0:00,2023-06-04,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#6,75.0,2023-06-09,0:00,2023-06-12,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#6,75.0,2023-07-07,0:00,2023-07-10,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#6,75.0,2023-08-02,0:00,2023-08-05,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#6,75.0,2023-10-13,20:00,2023-10-16,6:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#6,75.0,2023-11-04,0:00,2023-11-07,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#7,75.0,2023-02-17,0:00,2023-02-18,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#7,75.0,2023-03-06,0:00,2023-06-24,0:00,인천,인천광역시 서구
한국서부발전(주),LNG,서인천ST#7,75.0,2023-10-13,0:00,2023-10-16,6:00,인천,인천광역시 서구
