회원사,연료원,발전기명,설비용량,시작일,시작시간,종료일,종료시간,광역지역,세부지역
한국수력원자력(주),양수,양양#2,250.0,2023-06-07,0:00,2023-09-08,0:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#2,250.0,2023-10-11,9:00,2023-10-14,0:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#2,250.0,2023-10-21,8:00,2023-10-21,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#2,250.0,2023-11-16,14:00,2023-11-16,16:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#2,250.0,2023-11-20,9:00,2023-11-20,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#2,250.0,2023-12-29,9:00,2023-12-29,15:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2022-12-24,9:00,2022-12-24,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-02-04,9:00,2023-02-04,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-02-28,9:00,2023-02-28,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-03-27,13:00,2023-03-27,15:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-05-09,9:00,2023-05-09,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-06-07,0:00,2023-09-08,0:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-10-05,9:00,2023-10-05,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-10-30,9:00,2023-12-13,0:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#3,250.0,2023-12-29,9:00,2023-12-29,15:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2022-12-24,14:00,2022-12-24,16:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-02-11,9:00,2023-02-11,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-02-28,9:00,2023-02-28,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-03-27,13:00,2023-03-27,15:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-05-10,9:00,2023-05-10,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-06-07,0:00,2023-09-08,0:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-10-19,9:00,2023-10-19,18:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-11-16,14:00,2023-11-16,16:00,강원,강원도 양양군
한국수력원자력(주),양수,양양#4,250.0,2023-12-29,9:00,2023-12-29,15:00,강원,강원도 양양군
(주)대륜발전,LNG,양주GT#1,165.0,2023-04-17,0:00,2023-04-21,23:59,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#1,165.0,2023-05-05,9:00,2023-05-05,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#1,165.0,2023-05-07,9:00,2023-05-07,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#1,165.0,2023-05-08,9:00,2023-05-08,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#1,165.0,2023-05-09,9:00,2023-05-09,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#1,165.0,2023-05-24,9:00,2023-05-24,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#1,165.0,2023-05-25,9:00,2023-05-25,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#1,165.0,2023-05-26,9:00,2023-05-26,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-04-17,0:00,2023-04-21,23:59,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-05-06,9:00,2023-05-06,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-05-07,9:00,2023-05-07,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-05-08,9:00,2023-05-08,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-05-09,9:00,2023-05-09,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-05-24,9:00,2023-05-24,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-05-25,9:00,2023-05-25,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-05-26,9:00,2023-05-26,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주GT#2,165.0,2023-09-02,9:00,2023-09-22,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-04-17,0:00,2023-04-21,23:59,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-05-07,9:00,2023-05-07,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-05-08,9:00,2023-05-08,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-05-09,9:00,2023-05-09,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-05-24,9:00,2023-05-24,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-05-25,9:00,2023-05-25,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-05-26,9:00,2023-05-26,18:00,경기,경기도 양주시
(주)대륜발전,LNG,양주ST#1,197.9,2023-09-02,9:00,2023-09-13,18:00,경기,경기도 양주시
한국남동발전(주),Coal,여수#1,340.0,2023-04-29,4:00,2023-05-27,0:00,전남,전라남도 여수시
한국남동발전(주),Coal,여수#1,340.0,2023-10-12,0:00,2023-10-24,0:00,전남,전라남도 여수시
한국남동발전(주),Coal,여수#1,340.0,2023-12-09,0:00,2023-12-11,0:00,전남,전라남도 여수시
한국남동발전(주),Coal,여수#2,328.6,2023-02-14,0:00,2023-02-22,0:00,전남,전라남도 여수시
한국남동발전(주),Coal,여수#2,328.6,2023-02-27,0:00,2023-05-04,0:00,전남,전라남도 여수시
한국남동발전(주),Coal,여수#2,328.6,2023-07-04,19:00,2023-07-17,0:00,전남,전라남도 여수시
한국남동발전(주),Coal,여수#2,328.6,2023-09-16,0:00,2023-09-21,0:00,전남,전라남도 여수시
한국남동발전(주),Coal,여수#2,328.6,2023-10-28,0:00,2023-11-08,23:59,전남,전라남도 여수시
여주에너지서비스 주식회사,LNG,여주복합GT#1,336.0,2023-07-09,8:00,2023-07-10,0:00,경기,경기도 여주시
여주에너지서비스 주식회사,LNG,여주복합GT#1,336.0,2023-11-25,0:00,2023-11-27,0:00,경기,경기도 여주시
여주에너지서비스 주식회사,LNG,여주복합GT#2,336.0,2023-07-08,12:00,2023-07-09,18:00,경기,경기도 여주시
여주에너지서비스 주식회사,LNG,여주복합GT#2,336.0,2023-11-25,0:00,2023-11-27,0:00,경기,경기도 여주시
여주에너지서비스 주식회사,LNG,여주복합GT#2,336.0,2023-12-24,0:00,2023-12-25,0:00,경기,경기도 여주시
여주에너지서비스 주식회사,LNG,여주복합ST#1,353.4,2023-07-09,8:00,2023-07-09,18:00,경기,경기도 여주시
여주에너지서비스 주식회사,LNG,여주복합ST#1,353.4,2023-11-25,0:00,2023-11-27,0:00,경기,경기도 여주시
코스포영남파워 주식회사,LNG,영남파워GT#1,292.0,2023-04-15,0:00,2023-04-17,0:00,울산,울산광역시 남구
코스포영남파워 주식회사,LNG,영남파워GT#1,292.0,2023-10-07,0:00,2023-12-22,0:00,울산,울산광역시 남구
코스포영남파워 주식회사,LNG,영남파워GT#1,292.0,2023-12-23,0:00,2023-12-26,0:00,울산,울산광역시 남구
코스포영남파워 주식회사,LNG,영남파워ST#1,150.8,2023-04-15,0:00,2023-04-17,0:00,울산,울산광역시 남구
코스포영남파워 주식회사,LNG,영남파워ST#1,150.8,2023-10-07,0:00,2023-12-22,0:00,울산,울산광역시 남구
코스포영남파워 주식회사,LNG,영남파워ST#1,150.8,2023-12-23,0:00,2023-12-26,0:00,울산,울산광역시 남구
한국남부발전(주),LNG,영월GT#1,183.0,2023-06-28,0:00,2023-06-30,0:00,강원,강원도 영월군
한국남부발전(주),LNG,영월GT#2,183.0,2023-03-06,0:00,2023-04-12,23:59,강원,강원도 영월군
한국남부발전(주),LNG,영월GT#2,183.0,2023-08-21,0:00,2023-08-22,0:00,강원,강원도 영월군
한국남부발전(주),LNG,영월GT#3,183.0,2023-04-13,0:00,2023-04-14,0:00,강원,강원도 영월군
한국남부발전(주),LNG,영월GT#3,183.0,2023-04-25,0:00,2023-04-26,0:00,강원,강원도 영월군
한국남부발전(주),LNG,영월GT#3,183.0,2023-06-08,0:00,2023-06-09,0:00,강원,강원도 영월군
한국남동발전(주),Coal,영흥#1,800.0,2022-01-01,0:00,2024-01-01,0:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#2,800.0,2022-01-31,0:00,2024-01-01,0:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#3,870.0,2023-03-09,0:00,2023-04-28,23:59,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#3,870.0,2023-05-26,0:00,2023-06-17,0:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#3,870.0,2023-07-26,0:00,2023-07-30,14:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#3,870.0,2023-11-21,20:00,2023-12-01,0:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#4,870.0,2022-11-01,0:00,2022-12-31,23:59,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#4,870.0,2023-01-01,0:00,2023-02-24,23:59,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#4,870.0,2023-08-25,22:00,2023-08-28,0:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#5,870.0,2023-02-27,0:00,2023-05-19,0:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#6,870.0,2023-03-16,0:00,2023-05-09,23:59,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#6,870.0,2023-05-19,0:00,2023-05-23,14:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#6,870.0,2023-06-23,0:00,2023-06-26,4:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#6,870.0,2023-07-21,0:00,2023-07-24,5:00,인천,인천광역시 옹진군
한국남동발전(주),Coal,영흥#6,870.0,2023-09-01,0:00,2023-11-08,23:59,인천,인천광역시 옹진군
한국수력원자력(주),양수,예천#1,400.0,2020-08-05,0:00,2023-03-01,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-03-05,18:00,2023-04-01,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-04-15,9:00,2023-04-15,20:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-04-24,8:00,2023-07-27,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-08-11,0:00,2023-08-14,15:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-08-18,9:00,2023-08-26,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-09-18,9:00,2023-09-22,22:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-10-10,9:00,2023-10-12,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-11-14,8:00,2023-11-18,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-12-05,0:00,2023-12-10,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-12-18,8:00,2023-12-20,20:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#1,400.0,2023-12-26,8:00,2023-12-28,20:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#2,400.0,2020-08-05,0:00,2023-09-01,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#2,400.0,2023-10-10,9:00,2023-10-13,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#2,400.0,2023-11-16,8:00,2023-11-18,0:00,경북,경상북도 예천군
한국수력원자력(주),양수,예천#2,400.0,2023-12-26,8:00,2023-12-28,20:00,경북,경상북도 예천군
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-01-07,0:00,2023-01-09,0:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-02-25,2:00,2023-02-25,18:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-03-04,5:00,2023-03-06,16:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-03-11,0:00,2023-03-12,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-04-01,0:00,2023-04-02,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-05-06,0:00,2023-05-07,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-05-20,0:00,2023-05-21,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-05-27,0:00,2023-05-28,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-06-10,0:00,2023-06-11,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-07-01,0:00,2023-07-02,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-08-12,0:00,2023-08-13,22:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-09-09,0:00,2023-09-10,22:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-09-22,0:00,2023-10-25,0:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#1,183.0,2023-12-02,2:00,2023-12-03,2:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-01-07,2:00,2023-01-07,19:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-01-14,0:00,2023-01-16,0:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-01-28,2:00,2023-01-28,18:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-01-29,2:00,2023-01-29,13:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-02-18,2:00,2023-02-19,18:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-03-04,5:00,2023-03-06,16:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-03-18,0:00,2023-03-21,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-04-15,0:00,2023-04-18,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-06-03,0:00,2023-06-04,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-06-24,0:00,2023-06-25,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-07-08,0:00,2023-07-09,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-07-15,2:00,2023-07-15,18:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-08-26,0:00,2023-08-27,22:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-10-04,0:00,2023-11-06,0:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-11-18,0:00,2023-11-19,21:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-12-02,2:00,2023-12-03,2:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#2,183.0,2023-12-09,4:00,2023-12-09,22:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-01-14,2:00,2023-01-15,15:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-02-04,2:00,2023-02-04,17:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-02-18,0:00,2023-02-18,18:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-03-04,5:00,2023-03-06,16:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-03-18,0:00,2023-03-19,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-03-25,0:00,2023-03-26,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-04-08,0:00,2023-04-09,21:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-04-29,0:00,2023-04-30,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-05-06,0:00,2023-05-07,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-05-20,0:00,2023-05-21,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-07-22,0:00,2023-07-23,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-08-19,0:00,2023-08-20,22:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-10-04,0:00,2023-10-25,0:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-12-02,2:00,2023-12-03,20:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성GT#3,183.0,2023-12-16,4:00,2023-12-16,19:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성ST#1,220.0,2023-03-04,5:00,2023-03-06,16:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성ST#1,220.0,2023-10-04,0:00,2023-10-25,0:00,경기,경기도 평택시
평택에너지서비스(주),LNG,오성ST#1,220.0,2023-12-02,2:00,2023-12-03,2:00,경기,경기도 평택시
한국수자원공사,수력,용담#1,11.1,2023-03-23,9:00,2023-03-23,12:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-03-24,15:00,2023-03-24,16:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-04-04,9:00,2023-04-04,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-04-07,9:00,2023-04-07,19:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-05-18,9:00,2023-05-18,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-08-30,9:00,2023-08-30,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-09-25,9:00,2023-09-25,12:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-09-26,15:00,2023-09-26,16:00,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-10-17,16:00,2023-10-17,23:59,전북,전라북도 진안군
한국수자원공사,수력,용담#1,11.1,2023-11-14,9:00,2023-11-21,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-04-05,9:00,2023-04-05,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-04-07,9:00,2023-04-07,19:00,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-04-18,9:00,2023-06-16,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-10-17,16:00,2023-10-17,23:59,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-10-30,0:00,2023-11-03,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-11-13,9:00,2023-11-13,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-11-22,9:00,2023-11-30,18:00,전북,전라북도 진안군
한국수자원공사,수력,용담#2,11.1,2023-12-01,0:00,2023-12-01,18:00,전북,전라북도 진안군
한국동서발전(주),LNG,울산GT#1,100.0,2023-01-27,11:00,2023-01-30,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#1,100.0,2023-06-08,9:00,2023-06-08,20:14,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#1,100.0,2023-09-07,0:00,2023-09-10,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#1,100.0,2023-12-14,0:00,2023-12-18,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#2,100.0,2023-01-28,0:00,2023-01-30,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#2,100.0,2023-06-08,9:00,2023-06-08,20:14,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#2,100.0,2023-12-14,0:00,2023-12-18,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#3,150.0,2023-02-06,0:00,2023-02-28,23:59,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#3,150.0,2023-09-20,0:00,2023-09-27,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#3,150.0,2023-11-25,0:00,2023-11-29,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#4,150.0,2023-02-10,8:00,2023-02-12,20:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#4,150.0,2023-10-20,20:00,2023-10-23,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#4,150.0,2023-10-24,0:00,2023-10-30,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#4,150.0,2023-10-31,0:00,2023-11-06,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#5,150.0,2023-03-23,0:00,2023-03-26,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#5,150.0,2023-04-19,0:00,2023-05-25,23:59,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#5,150.0,2023-10-04,9:00,2023-10-04,20:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#5,150.0,2023-11-07,0:00,2023-11-13,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#6,150.0,2023-03-23,0:00,2023-03-26,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#6,150.0,2023-05-02,9:00,2023-05-04,20:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#6,150.0,2023-05-23,0:00,2023-05-25,23:59,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#6,150.0,2023-06-24,0:00,2023-06-26,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#6,150.0,2023-09-20,0:00,2023-10-19,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#7,286.6,2023-01-21,0:00,2023-01-25,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#7,286.6,2023-02-12,0:00,2023-02-17,23:59,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#7,286.6,2023-02-19,0:00,2023-02-22,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#7,286.6,2023-03-12,0:00,2023-03-19,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#7,286.6,2023-05-02,22:00,2023-05-05,22:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#7,286.6,2023-06-22,0:00,2023-06-26,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#7,286.6,2023-09-09,0:00,2023-12-23,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#8,286.6,2023-02-19,0:00,2023-02-24,23:59,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#8,286.6,2023-03-12,0:00,2023-03-19,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#8,286.6,2023-04-15,0:00,2023-04-18,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#8,286.6,2023-05-02,22:00,2023-05-05,22:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#8,286.6,2023-06-22,0:00,2023-06-26,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산GT#8,286.6,2023-10-15,0:00,2023-12-23,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#1,100.0,2023-01-28,0:00,2023-01-30,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#1,100.0,2023-06-08,9:00,2023-06-08,20:14,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#1,100.0,2023-12-14,0:00,2023-12-18,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#2,150.0,2023-02-10,8:00,2023-02-12,20:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#3,150.0,2023-03-23,0:00,2023-03-26,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#3,150.0,2023-05-02,9:00,2023-05-04,20:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#3,150.0,2023-05-23,0:00,2023-05-25,23:59,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#3,150.0,2023-10-04,9:00,2023-10-04,20:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#4,298.7,2023-03-12,0:00,2023-03-19,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#4,298.7,2023-05-02,22:00,2023-05-05,22:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#4,298.7,2023-06-22,0:00,2023-06-26,0:00,울산,울산광역시 남구(울산광역시)
한국동서발전(주),LNG,울산ST#4,298.7,2023-10-15,0:00,2023-12-23,0:00,울산,울산광역시 남구(울산광역시)
한국수력원자력(주),Nuclear,월성#2,700.0,2023-03-09,0:00,2023-05-11,23:59,경북,경상북도 경주시
한국수력원자력(주),Nuclear,월성#3,700.0,2023-07-27,0:00,2023-09-27,23:59,경북,경상북도 경주시
한국수력원자력(주),Nuclear,월성#4,700.0,2023-01-18,0:00,2023-03-17,23:59,경북,경상북도 경주시
나래에너지서비스 주식회사,LNG,위례GT#1,270.4,2023-04-01,0:00,2023-04-03,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례GT#1,270.4,2023-09-08,0:00,2023-11-06,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례GT#1,270.4,2023-11-07,0:00,2023-11-13,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례GT#1,270.4,2023-11-18,0:00,2023-11-20,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례GT#1,270.4,2023-11-25,0:00,2023-11-27,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례GT#1,270.4,2023-11-30,0:00,2023-12-04,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례ST#1,142.2,2023-04-01,0:00,2023-04-03,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례ST#1,142.2,2023-09-08,0:00,2023-11-06,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례ST#1,142.2,2023-11-07,0:00,2023-11-13,0:00,경기,경기도 하남시
나래에너지서비스 주식회사,LNG,위례ST#1,142.2,2023-11-18,0:00,2023-11-20,0:00,경기,경기도 하남시
