id,off_start_day,off_start_time,off_end_day,off_end_time
28,58,1,139,24
29,75,1,129,24
29,139,1,143,14
29,174,1,177,4
29,202,1,205,5
29,244,1,312,24
30,68,1,118,24
30,146,1,168,24
30,207,1,211,14
30,325,20,335,24
31,1,1,55,24
31,237,22,240,24
32,1,1,366,24
32,1,1,366,24
42,104,1,106,24
42,114,1,122,24
42,172,20,175,24
42,312,1,322,24
43,65,1,152,24
43,174,1,177,24
43,330,1,332,24
44,1,1,131,24
44,1,1,30,24
44,135,1,154,24
44,152,1,155,24
44,167,1,170,24
44,258,1,273,24
44,280,1,284,24
44,299,1,302,24
44,325,1,333,24
44,335,1,822,24
45,65,1,740,24
45,277,1,291,24
45,356,18,359,18
46,65,1,111,24
46,107,1,154,24
46,150,1,196,24
46,261,1,267,24
46,285,1,289,15
47,19,1,27,24
47,40,14,42,14
47,155,1,158,24
47,241,1,247,24
47,283,1,357,24
47,289,1,311,24
47,314,1,390,24
52,148,1,155,24
52,224,1,233,24
52,254,1,310,24
53,63,1,140,24
53,259,6,260,6
54,32,1,43,24
54,51,1,65,24
54,63,1,133,24
54,77,1,79,4
54,86,8,86,18
55,41,12,58,24
55,63,1,65,24
55,63,1,65,24
55,70,1,72,24
55,77,1,86,24
55,84,1,86,24
55,203,1,204,24
55,247,1,305,24
55,310,1,329,24
55,323,1,323,18
56,1,1,91,24
56,2,1,65,24
56,70,1,72,24
56,77,1,86,24
56,102,1,109,24
56,114,1,121,24
56,151,1,155,24
56,189,1,191,24
56,224,1,228,24
56,261,1,315,24
56,289,1,326,24
57,27,1,30,24
57,62,1,166,24
57,63,1,65,24
57,84,1,86,24
57,123,1,145,24
57,173,1,177,24
57,335,6,336,18
60,63,1,72,24
60,102,1,107,24
60,167,1,170,24
60,292,1,375,24
61,62,1,197,24
61,243,1,247,24
63,118,1,167,24
64,84,1,95,24
74,7,9,7,21
74,30,1,34,24
74,69,1,148,24
74,154,18,162,24
75,55,1,68,24
75,216,5,218,18
76,1,1,78,24
76,58,1,108,24
76,87,1,105,24
76,148,1,156,24
76,252,1,258,24
76,310,1,323,24
77,1,1,1,24
77,107,1,179,12
77,249,1,253,24
77,275,1,337,24
77,349,1,351,24
78,58,1,128,24
78,135,1,183,24
78,261,9,261,24
78,331,1,334,12
81,21,1,43,24
81,142,1,162,24
81,256,1,285,24
81,315,1,344,24
94,45,1,53,24
94,58,1,124,24
94,119,4,147,24
94,185,19,198,24
94,259,1,264,24
94,285,1,297,24
94,301,1,312,24
94,343,1,345,24
115,58,1,86,24
115,90,1,91,16
115,167,1,170,4
115,259,1,262,24
116,30,1,65,24
116,70,1,72,24
116,77,1,86,24
117,93,1,98,24
117,245,1,335,24
118,163,1,171,24
119,1,1,9,24
119,30,1,65,24
119,63,1,77,24
119,70,1,72,24
119,77,1,86,24
119,84,1,109,24
119,117,1,144,24
119,184,1,186,24
119,194,1,196,24
119,242,1,343,24
119,290,1,304,24
119,356,20,378,24
120,58,1,72,24
120,81,1,91,24
120,86,5,96,24
120,102,1,123,24
120,241,1,246,24
120,277,1,304,24
120,304,1,335,24
120,317,1,322,24
121,62,22,65,4
121,63,1,65,24
121,70,1,72,24
121,70,1,72,24
121,77,1,79,24
121,84,1,86,24
121,95,1,184,24
121,165,1,170,24
121,237,19,240,7
121,262,1,264,24
121,283,1,293,24
122,44,1,140,24
122,72,1,105,24
122,156,1,164,24
122,239,1,241,24
